X_COORD,Y_COORD,SOFT_BIN,HARD_BIN,SITE_NUM,PART_ID,SourceFile
47,61,1,1,15,4271,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,67,1,1,0,4272,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,67,1,1,1,4273,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,67,1,1,2,4274,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,67,1,1,3,4275,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,65,1,1,4,4276,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,65,1,1,5,4277,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,65,1,1,6,4278,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,65,1,1,7,4279,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,63,1,1,8,4280,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,63,1,1,9,4281,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,63,1,1,10,4282,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,63,1,1,11,4283,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,61,1,1,12,4284,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,61,1,1,13,4285,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,61,1,1,14,4286,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,61,1,1,15,4287,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
36,67,1,1,0,4288,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,67,1,1,1,4289,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,67,1,1,2,4290,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,67,1,1,3,4291,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
36,65,1,1,4,4292,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,65,1,1,5,4293,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,65,1,1,6,4294,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,65,1,1,7,4295,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
36,63,1,1,8,4296,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,63,1,1,9,4297,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,63,1,1,10,4298,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,63,1,1,11,4299,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,61,1,1,13,4300,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,61,1,1,14,4301,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,61,1,1,15,4302,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,67,1,1,0,4303,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,67,1,1,1,4304,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,67,1,1,2,4305,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,67,1,1,3,4306,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,65,1,1,4,4307,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,65,1,1,5,4308,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,65,1,1,6,4309,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,65,1,1,7,4310,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,63,1,1,8,4311,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,63,1,1,9,4312,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,63,1,1,10,4313,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,63,35,8,11,4314,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,61,1,1,12,4315,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,61,1,1,13,4316,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,61,1,1,14,4317,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,61,1,1,15,4318,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,67,1,1,0,4319,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,67,1,1,1,4320,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,67,1,1,2,4321,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,67,1,1,3,4322,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,65,1,1,4,4323,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,65,1,1,5,4324,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,65,1,1,6,4325,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,65,1,1,7,4326,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,63,1,1,8,4327,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,63,1,1,9,4328,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,63,1,1,10,4329,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,63,1,1,11,4330,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,61,1,1,12,4331,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,61,1,1,13,4332,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,61,1,1,14,4333,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,61,1,1,15,4334,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,67,1,1,0,4335,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,67,1,1,1,4336,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,67,1,1,2,4337,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,67,1,1,3,4338,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,65,1,1,4,4339,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,65,1,1,5,4340,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,65,1,1,6,4341,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,65,1,1,7,4342,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,63,1,1,8,4343,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,63,1,1,9,4344,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,63,1,1,10,4345,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,63,1,1,11,4346,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,61,1,1,12,4347,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,61,1,1,13,4348,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,61,1,1,14,4349,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,67,1,1,0,4350,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,67,1,1,1,4351,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,67,1,1,2,4352,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,67,1,1,3,4353,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,65,1,1,4,4354,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,65,1,1,5,4355,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,65,1,1,6,4356,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,65,1,1,7,4357,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,63,1,1,8,4358,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,63,1,1,9,4359,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,63,1,1,10,4360,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,63,1,1,11,4361,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,61,1,1,12,4362,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,61,1,1,13,4363,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,61,1,1,14,4364,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,61,1,1,15,4365,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,67,1,1,0,4366,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,67,1,1,1,4367,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
18,67,1,1,2,4368,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,67,1,1,3,4369,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,65,1,1,4,4370,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,65,1,1,5,4371,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
18,65,1,1,6,4372,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,65,1,1,7,4373,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,63,1,1,8,4374,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,63,1,1,9,4375,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
18,63,1,1,10,4376,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,63,1,1,11,4377,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,61,1,1,12,4378,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,61,1,1,13,4379,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,61,1,1,15,4380,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,67,1,1,0,4381,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,67,1,1,1,4382,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,67,1,1,2,4383,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,67,1,1,3,4384,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,65,1,1,4,4385,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,65,1,1,5,4386,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,65,1,1,6,4387,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,65,1,1,7,4388,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,63,1,1,8,4389,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,63,1,1,9,4390,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,63,1,1,10,4391,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,63,1,1,11,4392,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,61,1,1,12,4393,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,61,1,1,13,4394,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,61,27,8,14,4395,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,61,1,1,15,4396,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,67,1,1,0,4397,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
9,67,1,1,1,4398,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,67,1,1,2,4399,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,67,1,1,3,4400,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,65,1,1,4,4401,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
9,65,1,1,5,4402,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,65,1,1,6,4403,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,65,1,1,7,4404,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,63,1,1,8,4405,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
9,63,1,1,9,4406,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,63,1,1,10,4407,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,63,1,1,11,4408,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,61,1,1,12,4409,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,61,1,1,14,4410,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,61,1,1,15,4411,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
4,67,1,1,0,4412,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
5,67,1,1,1,4413,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
6,67,1,1,2,4414,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
7,67,1,1,3,4415,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
4,65,1,1,4,4416,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
5,65,1,1,5,4417,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
6,65,1,1,6,4418,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
7,65,1,1,7,4419,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
4,63,1,1,8,4420,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
5,63,1,1,9,4421,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
6,63,1,1,10,4422,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
7,63,1,1,11,4423,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
4,61,1,1,12,4424,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
5,61,1,1,13,4425,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
6,61,1,1,14,4426,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
7,61,1,1,15,4427,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
1,67,1,1,1,4428,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
2,67,1,1,2,4429,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
3,67,1,1,3,4430,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
1,65,1,1,5,4431,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
2,65,37,8,6,4432,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
3,65,1,1,7,4433,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
1,63,1,1,9,4434,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
2,63,1,1,10,4435,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
3,63,1,1,11,4436,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
1,61,1,1,13,4437,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
2,61,1,1,14,4438,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
3,61,1,1,15,4439,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
1,66,1,1,2,4440,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
2,66,1,1,3,4441,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
1,64,1,1,6,4442,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
2,64,35,8,7,4443,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
1,62,1,1,10,4444,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
2,62,1,1,11,4445,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
1,60,1,1,14,4446,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
2,60,27,8,15,4447,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
3,66,1,1,0,4448,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
4,66,1,1,1,4449,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
5,66,1,1,2,4450,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
6,66,1,1,3,4451,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
3,64,1,1,4,4452,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
4,64,1,1,5,4453,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
5,64,1,1,6,4454,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
6,64,1,1,7,4455,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
3,62,1,1,8,4456,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
4,62,1,1,9,4457,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
5,62,1,1,10,4458,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
6,62,1,1,11,4459,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
3,60,1,1,12,4460,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
4,60,1,1,13,4461,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
5,60,37,8,14,4462,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
6,60,1,1,15,4463,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
7,66,1,1,0,4464,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,66,1,1,1,4465,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
9,66,1,1,2,4466,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,66,1,1,3,4467,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
7,64,1,1,4,4468,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,64,1,1,5,4469,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
9,64,1,1,6,4470,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,64,1,1,7,4471,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
7,62,1,1,8,4472,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,62,1,1,9,4473,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
9,62,1,1,10,4474,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,62,1,1,11,4475,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
7,60,1,1,12,4476,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,60,1,1,13,4477,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,60,1,1,15,4478,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,66,1,1,0,4479,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,66,1,1,1,4480,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,66,1,1,2,4481,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,66,1,1,3,4482,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,64,1,1,4,4483,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,64,1,1,5,4484,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,64,1,1,6,4485,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,64,1,1,7,4486,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,62,1,1,8,4487,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,62,1,1,9,4488,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,62,1,1,10,4489,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,62,1,1,11,4490,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,60,1,1,12,4491,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,60,1,1,13,4492,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,60,1,1,14,4493,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,60,1,1,15,4494,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,66,1,1,0,4495,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,66,1,1,1,4496,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,66,1,1,2,4497,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
18,66,1,1,3,4498,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,64,1,1,4,4499,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,64,1,1,5,4500,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,64,1,1,6,4501,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
18,64,1,1,7,4502,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,62,1,1,8,4503,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,62,1,1,9,4504,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,62,1,1,10,4505,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
18,62,1,1,11,4506,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,60,1,1,12,4507,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,60,1,1,13,4508,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,60,1,1,14,4509,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,66,1,1,0,4510,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,66,1,1,1,4511,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,66,1,1,2,4512,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,66,1,1,3,4513,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,64,1,1,4,4514,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,64,1,1,5,4515,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,64,1,1,6,4516,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,64,1,1,7,4517,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,62,1,1,8,4518,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,62,1,1,9,4519,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,62,1,1,10,4520,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,62,1,1,11,4521,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,60,1,1,12,4522,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,60,1,1,13,4523,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,60,1,1,14,4524,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,60,1,1,15,4525,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,66,1,1,0,4526,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,66,1,1,1,4527,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,66,1,1,2,4528,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,66,1,1,3,4529,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,64,21,8,4,4530,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,64,1,1,5,4531,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,64,1,1,6,4532,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,64,1,1,7,4533,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,62,1,1,8,4534,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,62,1,1,9,4535,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,62,1,1,10,4536,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,62,1,1,11,4537,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,60,1,1,12,4538,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,60,1,1,13,4539,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,60,1,1,14,4540,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,60,1,1,15,4541,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,66,1,1,0,4542,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,66,1,1,1,4543,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,66,1,1,2,4544,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,66,1,1,3,4545,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,64,1,1,4,4546,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,64,1,1,5,4547,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,64,1,1,6,4548,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,64,1,1,7,4549,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,62,1,1,8,4550,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,62,1,1,9,4551,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,62,1,1,10,4552,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,62,1,1,11,4553,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,60,1,1,13,4554,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
