X_COORD,Y_COORD,SOFT_BIN,HARD_BIN,SITE_NUM,PART_ID,SourceFile
26,102,1,1,10,1378,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,102,1,1,11,1379,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,100,1,1,12,1380,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,100,1,1,13,1381,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,100,1,1,14,1382,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,100,1,1,15,1383,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,106,1,1,0,1384,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,106,1,1,1,1385,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,106,1,1,2,1386,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,106,1,1,3,1387,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,104,1,1,4,1388,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,104,1,1,5,1389,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,104,1,1,6,1390,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,104,1,1,7,1391,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,102,1,1,8,1392,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,102,1,1,9,1393,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,102,1,1,10,1394,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,102,1,1,11,1395,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,100,1,1,12,1396,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,100,1,1,13,1397,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,100,1,1,14,1398,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,100,1,1,15,1399,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,106,1,1,0,1400,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,106,1,1,1,1401,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,106,1,1,2,1402,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,106,1,1,3,1403,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,104,1,1,4,1404,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,104,1,1,5,1405,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,104,1,1,6,1406,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,104,1,1,7,1407,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,102,1,1,8,1408,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,102,1,1,9,1409,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,102,1,1,10,1410,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,102,1,1,11,1411,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,100,1,1,12,1412,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,100,1,1,13,1413,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,100,1,1,14,1414,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,100,1,1,15,1415,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,106,1,1,1,1416,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,106,1,1,2,1417,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,106,1,1,3,1418,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
36,104,1,1,4,1419,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,104,1,1,5,1420,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,104,1,1,6,1421,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,104,1,1,7,1422,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
36,102,37,8,8,1423,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,102,1,1,9,1424,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,102,1,1,10,1425,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,102,1,1,11,1426,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
36,100,1,1,12,1427,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,100,1,1,13,1428,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,100,1,1,14,1429,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,100,1,1,15,1430,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,106,1,1,0,1431,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,106,1,1,1,1432,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,106,26,8,2,1433,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,106,1,1,3,1434,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,104,1,1,4,1435,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,104,1,1,5,1436,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,104,1,1,6,1437,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,104,1,1,7,1438,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,102,1,1,8,1439,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,102,1,1,9,1440,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,102,1,1,10,1441,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,102,1,1,11,1442,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,100,1,1,12,1443,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,100,1,1,13,1444,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,100,1,1,14,1445,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,100,1,1,15,1446,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
44,106,1,1,0,1447,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
46,106,1,1,2,1448,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
47,106,1,1,3,1449,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
44,104,1,1,4,1450,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
45,104,1,1,5,1451,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
46,104,1,1,6,1452,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
47,104,1,1,7,1453,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
44,102,1,1,8,1454,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
45,102,1,1,9,1455,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
46,102,1,1,10,1456,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
47,102,1,1,11,1457,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
44,100,1,1,12,1458,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
45,100,1,1,13,1459,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
46,100,1,1,14,1460,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
47,100,37,8,15,1461,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
48,106,1,1,0,1462,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
49,106,1,1,1,1463,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
50,106,1,1,2,1464,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
51,106,1,1,3,1465,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
48,104,1,1,4,1466,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
49,104,1,1,5,1467,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
50,104,1,1,6,1468,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
51,104,1,1,7,1469,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
48,102,1,1,8,1470,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
49,102,1,1,9,1471,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
50,102,1,1,10,1472,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
51,102,1,1,11,1473,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
48,100,1,1,12,1474,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
49,100,1,1,13,1475,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
50,100,1,1,14,1476,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
51,100,1,1,15,1477,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
52,106,1,1,0,1478,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
53,106,1,1,1,1479,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
55,106,1,1,3,1480,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
52,104,1,1,4,1481,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
53,104,1,1,5,1482,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
54,104,1,1,6,1483,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
55,104,1,1,7,1484,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
52,102,1,1,8,1485,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
53,102,1,1,9,1486,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
54,102,1,1,10,1487,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
55,102,1,1,11,1488,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
52,100,1,1,12,1489,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
53,100,1,1,13,1490,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
54,100,1,1,14,1491,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
55,100,1,1,15,1492,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
56,106,1,1,0,1493,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
57,106,1,1,1,1494,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
58,106,1,1,2,1495,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
59,106,1,1,3,1496,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
56,104,1,1,4,1497,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
57,104,1,1,5,1498,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
58,104,1,1,6,1499,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
59,104,1,1,7,1500,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
56,102,1,1,8,1501,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
57,102,1,1,9,1502,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
58,102,1,1,10,1503,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
59,102,1,1,11,1504,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
56,100,1,1,12,1505,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
57,100,1,1,13,1506,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
58,100,1,1,14,1507,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
59,100,1,1,15,1508,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,106,1,1,0,1509,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,106,1,1,1,1510,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,106,1,1,2,1511,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,104,1,1,4,1512,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,104,1,1,5,1513,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,104,1,1,6,1514,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
63,104,1,1,7,1515,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,102,1,1,8,1516,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,102,1,1,9,1517,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,102,1,1,10,1518,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
63,102,1,1,11,1519,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,100,1,1,12,1520,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,100,1,1,13,1521,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,100,1,1,14,1522,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
63,100,1,1,15,1523,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,106,1,1,0,1524,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,106,1,1,1,1525,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,106,1,1,2,1526,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,106,1,1,3,1527,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,104,1,1,4,1528,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,104,1,1,5,1529,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,104,83,8,6,1530,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,104,1,1,7,1531,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,102,1,1,8,1532,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,102,1,1,9,1533,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,102,1,1,10,1534,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,102,1,1,11,1535,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,100,1,1,12,1536,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,100,1,1,13,1537,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,100,1,1,14,1538,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,100,27,8,15,1539,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,106,1,1,0,1540,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,106,1,1,1,1541,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,106,1,1,2,1542,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,106,1,1,3,1543,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,104,1,1,4,1544,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,104,1,1,5,1545,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,104,1,1,6,1546,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,104,1,1,7,1547,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,102,1,1,8,1548,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,102,1,1,9,1549,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,102,1,1,10,1550,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,102,1,1,11,1551,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,100,1,1,12,1552,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,100,1,1,13,1553,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,100,1,1,14,1554,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,100,1,1,15,1555,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,106,1,1,1,1556,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,106,1,1,2,1557,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,106,1,1,3,1558,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
72,104,1,1,4,1559,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,104,1,1,5,1560,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,104,1,1,6,1561,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,104,1,1,7,1562,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
72,102,1,1,8,1563,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,102,1,1,9,1564,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,102,1,1,10,1565,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,102,1,1,11,1566,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
72,100,1,1,12,1567,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,100,1,1,13,1568,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,100,1,1,14,1569,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,100,1,1,15,1570,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,106,1,1,0,1571,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,104,37,8,4,1572,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,104,1,1,5,1573,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,102,1,1,8,1574,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,102,1,1,9,1575,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
78,102,1,1,10,1576,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,100,1,1,12,1577,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,100,1,1,13,1578,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
78,100,1,1,14,1579,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
80,97,37,8,4,1580,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
80,95,1,1,8,1581,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
80,93,1,1,12,1582,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
81,93,37,8,13,1583,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,99,1,1,0,1584,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,99,1,1,1,1585,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
78,99,1,1,2,1586,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
79,99,27,8,3,1587,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,97,1,1,4,1588,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,97,1,1,5,1589,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
78,97,60,8,6,1590,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
79,97,1,1,7,1591,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,95,1,1,8,1592,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,95,1,1,9,1593,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
78,95,1,1,10,1594,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
79,95,37,8,11,1595,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,93,1,1,12,1596,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,93,1,1,13,1597,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
78,93,1,1,14,1598,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
79,93,37,8,15,1599,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
72,99,1,1,0,1600,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,99,1,1,1,1601,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,99,1,1,2,1602,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,99,1,1,3,1603,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
72,97,1,1,4,1604,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,97,1,1,5,1605,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,97,1,1,6,1606,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,97,1,1,7,1607,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
72,95,1,1,8,1608,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,95,1,1,9,1609,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,95,1,1,10,1610,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,95,1,1,11,1611,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
72,93,1,1,12,1612,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,93,1,1,13,1613,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,93,1,1,14,1614,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,93,1,1,15,1615,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,99,1,1,0,1616,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,99,1,1,1,1617,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,99,1,1,2,1618,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,99,1,1,3,1619,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,97,1,1,4,1620,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,97,1,1,5,1621,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,97,1,1,6,1622,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,97,1,1,7,1623,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,95,1,1,8,1624,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,95,1,1,9,1625,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,95,1,1,10,1626,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,95,1,1,11,1627,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,93,1,1,12,1628,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,93,1,1,13,1629,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,93,1,1,14,1630,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,93,1,1,15,1631,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,99,1,1,0,1632,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,99,1,1,1,1633,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,99,1,1,2,1634,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,99,1,1,3,1635,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,97,1,1,4,1636,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,97,1,1,5,1637,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,97,1,1,6,1638,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,97,1,1,7,1639,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,95,25,8,8,1640,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,95,25,8,9,1641,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,95,25,8,10,1642,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,95,25,8,11,1643,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,93,25,8,12,1644,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,93,1,1,13,1645,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,93,25,8,14,1646,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,93,25,8,15,1647,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,99,1,1,0,1648,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,99,1,1,1,1649,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,99,1,1,2,1650,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
63,99,1,1,3,1651,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,97,1,1,4,1652,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,97,1,1,5,1653,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,97,1,1,6,1654,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
63,97,1,1,7,1655,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,95,1,1,8,1656,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,95,1,1,9,1657,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,95,1,1,10,1658,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
63,95,1,1,11,1659,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,93,1,1,12,1660,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,93,1,1,13,1661,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
